144, Jens VOIGT, Trek Factory Racing, at 9:32
145, Marcel KITTEL, Giant-Shimano, at 9:33
146, Fabio SABATINI, Cannondale, at 9:33
147, Matthew BUSCHE, Trek Factory Racing, at 9:41
148, Jean Marc MARINO, Cannondale, at 9:43
149, Grégory RAST, Trek Factory Racing, at 9:50
150, Mark RENSHAW, Omega Pharma-Quick Step, at 9:50
151, Thomas LEEZER, Belkin, at 9:53
152, David LOPEZ GARCIA, Sky, at 9:53
153, Elia VIVIANI, Cannondale, at 9:56
154, Maarten WYNANTS, Belkin, at 9:56
155, Biel KADRI, Ag2r La Mondiale, at 10:15
156, Romain FEILLU, Bretagne-Seche Environnement, at 10:33
157, Samuel DUMOULIN, Ag2r La Mondiale, at 10:36
158, Thomas VOECKLER, Europcar, at 10:48
159, Marcus BURGHARDT, BMC Racing, at 11:00
160, Alessandro VANOTTI, Astana, at 11:40
161, Alex HOWES, Garmin-Sharp, at 11:43
162, Cheng JI, Giant-Shimano, at 12:11
163, Mikael CHEREL, Ag2r La Mondiale, at 12:19
164, Luca PAOLINI, Katusha, at 12:28
